Week Start,Strategy,Date Added,Stock Symbol,Entry Price,Weekend Price (Friday),Status
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,BANKBARODA,243.53,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,DELHIVERY,450.2,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,CONCOR,518,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,GVT&D,4339.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,BAJFINANCE,1087.8,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,CHOLAFIN,1884.2,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,KFINTECH,972.8,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,GRASIM,3288,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,26-August-2026,SPLIL,33.53,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,26-August-2026,PARASPETRO,2.3,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,26-August-2026,HCC,23.91,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,BLKASHYAP,56.6,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,ASIANHOTNR,311.4,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,NSLNISP,45.36,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,BANARBEADS,125,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,TMPV,317.6,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,BEL,411,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,TECHM,1592.8,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,ANUHPHR,82.27,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,APLAPOLLO,2194,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,TITAN,5168.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,PGEL,600.45,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,SONACOMS,815.5,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,27-August-2026,SBILIFE,1783.5,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,27-August-2026,FMNL,10.63,-,IN (in strategy still)
